ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
8801,Robert Harris,0.2,India,Retail,8392,82,Mumbai,India,Divorced,0,"Master of Business Administration, Yale University",False,1943-03-29
8802,Olivia Thomas,0.2,Brazil,Manufacturing,8392,27,Rio de Janeiro,Brazil,Divorced,2,"Bachelor of Arts/Science, Cambridge University",False,1998-03-15
8803,Emily Taylor,0.2,India,Energy,8392,37,Mumbai,India,Married,1,"PhD, Stanford University",False,1988-03-17
8804,Jane Johnson,0.2,Germany,Real Estate,8392,45,Frankfurt,Germany,Single,0,"PhD, Harvard University",False,1980-03-19
8805,Olivia Jackson,0.2,India,Energy,8392,39,Mumbai,India,Married,1,"Bachelor of Arts/Science, Cambridge University",False,1986-03-18
8806,David White,0.2,Brazil,Energy,8392,44,Rio de Janeiro,Brazil,In Relationship,2,"PhD, Cambridge University",True,1981-03-19
8807,Sarah Harris,0.2,India,Technology,8392,86,Delhi,India,Married,2,"Master of Business Administration, Oxford University",True,1939-03-30
8808,Robert Anderson,0.2,United States,Healthcare,8392,58,"Los Angeles, CA",United States,Single,5,"PhD, Oxford University",False,1967-03-23
8809,Daniel Martin,0.2,India,Healthcare,8392,83,Delhi,India,Divorced,4,"Drop Out, MIT",False,1942-03-29
8810,Robert Brown,0.2,United States,Energy,8392,57,"New York, NY",United States,Divorced,1,"Bachelor of Arts/Science, MIT",True,1968-03-22
8811,Daniel Johnson,0.2,United States,Finance,8392,58,"Los Angeles, CA",United States,Divorced,0,"Drop Out, Yale University",True,1967-03-23
8812,Daniel Anderson,0.2,China,Retail,8392,50,Shenzhen,China,In Relationship,0,"PhD, Harvard University",False,1975-03-21
8813,Daniel Martin,0.2,France,Healthcare,8392,84,Marseille,France,Divorced,5,"Drop Out, Stanford University",False,1941-03-29
8814,Robert Martin,0.2,France,Retail,8392,80,Lyon,France,Divorced,1,"Drop Out, Oxford University",False,1945-03-28
8815,Michael Thomas,0.2,Germany,Manufacturing,8392,77,Frankfurt,Germany,In Relationship,5,"Master of Business Administration, Harvard University",False,1948-03-27
8816,Olivia Harris,0.2,United States,Healthcare,8392,55,"Chicago, IL",United States,Single,0,"Master of Business Administration, Oxford University",False,1970-03-22
8817,Daniel Thomas,0.2,China,Real Estate,8392,32,Beijing,China,Divorced,0,"Drop Out, MIT",True,1993-03-16
8818,Robert Anderson,0.2,France,Energy,8392,26,Marseille,France,Married,3,"Bachelor of Arts/Science, MIT",True,1999-03-15
8819,Sophia Johnson,0.2,Brazil,Manufacturing,8392,33,Brasilia,Brazil,Divorced,3,"Bachelor of Arts/Science, MIT",False,1992-03-16
8820,Robert Jackson,0.2,Brazil,Healthcare,8392,37,São Paulo,Brazil,In Relationship,1,"Master of Business Administration, Yale University",False,1988-03-17
8821,John Harris,0.2,United States,Manufacturing,8392,49,"New York, NY",United States,In Relationship,5,"Drop Out, MIT",True,1976-03-20
8822,Sarah Smith,0.2,India,Real Estate,8392,35,Bangalore,India,Married,5,"Drop Out, Stanford University",True,1990-03-17
8823,Jane Brown,0.2,India,Retail,8392,35,Mumbai,India,Married,5,"Bachelor of Arts/Science, Harvard University",False,1990-03-17
8824,Jane Harris,0.2,India,Energy,8392,56,Mumbai,India,In Relationship,5,"Master of Business Administration, MIT",True,1969-03-22
8825,Jane Thomas,0.2,United States,Energy,8392,84,"New York, NY",United States,Married,1,"PhD, Cambridge University",True,1941-03-29
8826,Jane Smith,0.2,Brazil,Manufacturing,8392,34,Rio de Janeiro,Brazil,Married,1,"Drop Out, Cambridge University",False,1991-03-17
8827,Michael Johnson,0.2,Brazil,Retail,8392,75,Brasilia,Brazil,Married,0,"PhD, Stanford University",False,1950-03-27
8828,David Thomas,0.2,United States,Real Estate,8392,83,"Chicago, IL",United States,Single,5,"PhD, MIT",True,1942-03-29
8829,Robert Jackson,0.2,United States,Real Estate,8392,78,"New York, NY",United States,Divorced,1,"Bachelor of Arts/Science, Stanford University",True,1947-03-28
8830,Olivia Jackson,0.2,India,Real Estate,8392,45,Delhi,India,In Relationship,0,"Drop Out, Cambridge University",False,1980-03-19
8831,Sarah Johnson,0.2,France,Retail,8392,38,Lyon,France,Divorced,4,"Drop Out, Harvard University",True,1987-03-18
8832,Robert White,0.2,India,Energy,8392,68,Mumbai,India,Married,1,"Drop Out, Oxford University",True,1957-03-25
8833,Jane Johnson,0.2,Brazil,Finance,8392,77,Brasilia,Brazil,Married,5,"Master of Business Administration, Harvard University",True,1948-03-27
8834,Robert Taylor,0.2,India,Technology,8392,71,Delhi,India,Divorced,4,"Master of Business Administration, Oxford University",False,1954-03-26
8835,Jane Smith,0.2,India,Manufacturing,8392,54,Delhi,India,Divorced,0,"PhD, Oxford University",False,1971-03-22
8836,David White,0.2,United States,Healthcare,8392,51,"New York, NY",United States,In Relationship,4,"Master of Business Administration, MIT",False,1974-03-21
8837,Sophia Thomas,0.2,China,Real Estate,8392,39,Shenzhen,China,Single,2,"Drop Out, Harvard University",True,1986-03-18
8838,Jane White,0.2,China,Finance,8392,44,Shenzhen,China,Divorced,0,"Drop Out, Harvard University",False,1981-03-19
8839,Sarah Thomas,0.2,China,Finance,8392,40,Beijing,China,Married,0,"Master of Business Administration, Stanford University",True,1985-03-18
8840,Sarah Taylor,0.2,Germany,Finance,8392,33,Berlin,Germany,Single,0,"Drop Out, Oxford University",False,1992-03-16
8841,Daniel Harris,0.2,France,Energy,8392,36,Paris,France,Single,0,"PhD, Harvard University",False,1989-03-17
8842,Jane Martin,0.2,India,Healthcare,8392,79,Delhi,India,Single,1,"PhD, Oxford University",False,1946-03-28
8843,David Jackson,0.2,United States,Technology,8392,32,"New York, NY",United States,Divorced,1,"Drop Out, Harvard University",False,1993-03-16
8844,Daniel Anderson,0.2,Brazil,Manufacturing,8392,52,Brasilia,Brazil,In Relationship,5,"Bachelor of Arts/Science, Yale University",False,1973-03-21
8845,Robert Smith,0.2,Germany,Finance,8392,43,Frankfurt,Germany,In Relationship,0,"Drop Out, MIT",True,1982-03-19
8846,Robert Taylor,0.2,United States,Real Estate,8392,80,"Los Angeles, CA",United States,Divorced,4,"PhD, MIT",True,1945-03-28
8847,Emily Taylor,0.2,United States,Manufacturing,8392,32,"Chicago, IL",United States,Married,0,"PhD, Stanford University",False,1993-03-16
8848,David Smith,0.2,France,Finance,8392,67,Paris,France,In Relationship,4,"Bachelor of Arts/Science, Cambridge University",False,1958-03-25
8849,Olivia Martin,0.2,France,Energy,8392,72,Lyon,France,Divorced,2,"PhD, Oxford University",True,1953-03-26
8850,Emily White,0.2,Germany,Technology,8392,83,Berlin,Germany,Married,1,"PhD, Cambridge University",False,1942-03-29
8851,David Martin,0.2,France,Retail,8392,70,Paris,France,Divorced,4,"Drop Out, Stanford University",True,1955-03-26
8852,David Harris,0.2,Germany,Manufacturing,8392,40,Munich,Germany,Married,3,"Drop Out, Stanford University",False,1985-03-18
8853,Sarah Smith,0.2,India,Manufacturing,8392,56,Bangalore,India,Married,3,"PhD, Oxford University",False,1969-03-22
8854,John Harris,0.2,Brazil,Finance,8392,33,São Paulo,Brazil,Married,4,"Bachelor of Arts/Science, Oxford University",False,1992-03-16
8855,David Brown,0.2,Germany,Manufacturing,8392,63,Frankfurt,Germany,Married,3,"Master of Business Administration, Oxford University",True,1962-03-24
8856,David Johnson,0.2,France,Manufacturing,8392,48,Paris,France,In Relationship,3,"Drop Out, Oxford University",True,1977-03-20
8857,David Harris,0.2,Brazil,Technology,8392,74,São Paulo,Brazil,Married,0,"PhD, Oxford University",True,1951-03-27
8858,Michael Anderson,0.2,United States,Manufacturing,8392,31,"Chicago, IL",United States,In Relationship,1,"Master of Business Administration, Stanford University",True,1994-03-16
8859,Sarah Johnson,0.2,United States,Retail,8392,74,"Chicago, IL",United States,Single,3,"Bachelor of Arts/Science, Stanford University",False,1951-03-27
8860,Sophia Anderson,0.2,China,Retail,8392,34,Beijing,China,Single,1,"Drop Out, MIT",False,1991-03-17
8861,Daniel Thomas,0.2,Germany,Real Estate,8392,26,Berlin,Germany,In Relationship,0,"PhD, Yale University",False,1999-03-15
8862,Olivia Anderson,0.2,Germany,Real Estate,8392,56,Berlin,Germany,Married,1,"Bachelor of Arts/Science, Cambridge University",False,1969-03-22
8863,Olivia Jackson,0.2,Germany,Healthcare,8392,80,Frankfurt,Germany,In Relationship,5,"Drop Out, Oxford University",True,1945-03-28
8864,Jane Taylor,0.2,France,Finance,8392,74,Paris,France,Married,3,"Bachelor of Arts/Science, Cambridge University",False,1951-03-27
8865,David Brown,0.2,Brazil,Manufacturing,8392,86,Rio de Janeiro,Brazil,Married,0,"Master of Business Administration, Harvard University",True,1939-03-30
8866,Michael Brown,0.2,Brazil,Finance,8392,66,Brasilia,Brazil,Married,1,"Drop Out, Yale University",False,1959-03-25
8867,John Thomas,0.2,China,Healthcare,8392,30,Shenzhen,China,In Relationship,3,"Drop Out, Yale University",False,1995-03-16
8868,Sophia Harris,0.2,Brazil,Energy,8392,79,São Paulo,Brazil,Divorced,3,"Drop Out, Cambridge University",False,1946-03-28
8869,Daniel Johnson,0.2,United States,Retail,8392,68,"Los Angeles, CA",United States,Married,0,"PhD, Harvard University",True,1957-03-25
8870,Jane Thomas,0.2,Germany,Manufacturing,8392,59,Frankfurt,Germany,Single,0,"Drop Out, Stanford University",False,1966-03-23
8871,Daniel Anderson,0.2,India,Finance,8392,80,Delhi,India,Single,2,"Master of Business Administration, Yale University",True,1945-03-28
8872,Sophia Brown,0.2,United States,Energy,8392,58,"Los Angeles, CA",United States,Married,1,"PhD, Stanford University",True,1967-03-23
8873,Olivia Brown,0.2,Germany,Real Estate,8392,82,Munich,Germany,Married,3,"PhD, Harvard University",True,1943-03-29
8874,Sarah Anderson,0.2,India,Energy,8392,33,Delhi,India,Divorced,3,"PhD, Oxford University",False,1992-03-16
8875,David Jackson,0.2,Brazil,Real Estate,8392,27,São Paulo,Brazil,Single,0,"Bachelor of Arts/Science, MIT",True,1998-03-15
8876,Olivia Harris,0.2,Brazil,Manufacturing,8392,60,São Paulo,Brazil,Single,3,"PhD, Cambridge University",False,1965-03-23
8877,Olivia Thomas,0.2,India,Finance,8392,54,Mumbai,India,Married,3,"Drop Out, Harvard University",False,1971-03-22
8878,John Brown,0.2,Brazil,Technology,8392,30,Rio de Janeiro,Brazil,Married,1,"Master of Business Administration, Harvard University",False,1995-03-16
8879,Robert Harris,0.2,India,Technology,8392,42,Delhi,India,Single,0,"Master of Business Administration, Oxford University",True,1983-03-19
8880,David Anderson,0.2,Brazil,Retail,8392,87,Brasilia,Brazil,Married,2,"PhD, Oxford University",False,1938-03-30
8881,John Brown,0.2,United States,Healthcare,8392,89,"Chicago, IL",United States,Married,0,"Bachelor of Arts/Science, Harvard University",False,1936-03-30
8882,Daniel Anderson,0.2,United States,Energy,8392,88,"Chicago, IL",United States,Married,4,"Drop Out, Yale University",False,1937-03-30
8883,John Anderson,0.2,Germany,Energy,8392,90,Frankfurt,Germany,Divorced,2,"Bachelor of Arts/Science, Harvard University",False,1935-03-31
8884,John White,0.2,Brazil,Retail,8392,75,Brasilia,Brazil,Divorced,5,"Master of Business Administration, Yale University",False,1950-03-27
8885,Daniel White,0.2,Brazil,Real Estate,8392,58,São Paulo,Brazil,In Relationship,1,"Bachelor of Arts/Science, Harvard University",True,1967-03-23
8886,Robert Martin,0.2,France,Technology,8392,88,Paris,France,Divorced,3,"PhD, Yale University",True,1937-03-30
8887,John Thomas,0.2,United States,Retail,8392,89,"Los Angeles, CA",United States,Divorced,3,"Bachelor of Arts/Science, Cambridge University",True,1936-03-30
8888,Sophia Jackson,0.2,India,Technology,8392,59,Mumbai,India,In Relationship,1,"Master of Business Administration, Harvard University",True,1966-03-23
8889,Olivia Taylor,0.2,Brazil,Healthcare,8392,41,Rio de Janeiro,Brazil,In Relationship,5,"PhD, Cambridge University",True,1984-03-18
8890,Michael Brown,0.2,India,Real Estate,8392,72,Mumbai,India,Divorced,5,"Bachelor of Arts/Science, Oxford University",True,1953-03-26
8891,Olivia Brown,0.2,China,Retail,8392,37,Beijing,China,Single,4,"PhD, Cambridge University",False,1988-03-17
8892,John Johnson,0.2,United States,Energy,8392,47,"New York, NY",United States,Single,0,"Drop Out, MIT",False,1978-03-20
8893,Daniel Taylor,0.2,France,Real Estate,8392,27,Marseille,France,In Relationship,2,"Drop Out, Oxford University",False,1998-03-15
8894,Olivia Jackson,0.2,United States,Manufacturing,8392,88,"Los Angeles, CA",United States,Married,4,"Master of Business Administration, MIT",False,1937-03-30
8895,Daniel Harris,0.2,India,Healthcare,8392,72,Bangalore,India,Married,4,"Bachelor of Arts/Science, MIT",True,1953-03-26
8896,Daniel Jackson,0.2,China,Technology,8392,90,Beijing,China,Married,2,"Drop Out, Yale University",False,1935-03-31
8897,Daniel Smith,0.2,United States,Retail,8392,51,"Chicago, IL",United States,Divorced,2,"Drop Out, Oxford University",False,1974-03-21
8898,Sophia Thomas,0.2,France,Retail,8392,53,Marseille,France,In Relationship,1,"Bachelor of Arts/Science, Cambridge University",True,1972-03-21
8899,John Harris,0.2,Brazil,Finance,8392,34,Brasilia,Brazil,Single,5,"Drop Out, Cambridge University",False,1991-03-17
8900,Sophia Anderson,0.2,Brazil,Retail,8392,76,Brasilia,Brazil,Married,5,"Master of Business Administration, MIT",True,1949-03-27
8901,John Martin,0.2,China,Energy,8392,51,Beijing,China,Single,3,"Master of Business Administration, MIT",False,1974-03-21
8902,Michael Johnson,0.2,France,Healthcare,8392,41,Marseille,France,Single,3,"Drop Out, MIT",True,1984-03-18
8903,Robert Smith,0.2,India,Healthcare,8392,36,Delhi,India,Divorced,4,"Bachelor of Arts/Science, Stanford University",False,1989-03-17
8904,Olivia Thomas,0.2,United States,Retail,8392,87,"Chicago, IL",United States,Married,4,"Master of Business Administration, Oxford University",True,1938-03-30
8905,Robert White,0.2,China,Technology,8392,35,Shenzhen,China,Single,2,"Bachelor of Arts/Science, Oxford University",True,1990-03-17
8906,Sarah Smith,0.2,France,Technology,8392,90,Lyon,France,In Relationship,5,"Drop Out, Oxford University",False,1935-03-31
8907,Emily Jackson,0.2,France,Real Estate,8392,26,Paris,France,Divorced,2,"Bachelor of Arts/Science, Yale University",False,1999-03-15
8908,Jane Taylor,0.2,China,Finance,8392,53,Shenzhen,China,In Relationship,3,"Master of Business Administration, Harvard University",True,1972-03-21
8909,Sophia Harris,0.2,India,Healthcare,8392,27,Bangalore,India,In Relationship,0,"Bachelor of Arts/Science, MIT",False,1998-03-15
8910,Jane Jackson,0.2,Germany,Healthcare,8392,58,Frankfurt,Germany,Divorced,4,"PhD, Stanford University",True,1967-03-23
8911,Olivia Taylor,0.2,India,Technology,8392,86,Mumbai,India,Married,1,"Master of Business Administration, MIT",False,1939-03-30
8912,Michael Taylor,0.2,United States,Finance,8392,89,"New York, NY",United States,Single,3,"PhD, MIT",True,1936-03-30
8913,Michael Thomas,0.2,Brazil,Real Estate,8392,82,Rio de Janeiro,Brazil,Divorced,2,"PhD, Oxford University",False,1943-03-29
8914,Jane White,0.2,Germany,Manufacturing,8392,37,Munich,Germany,In Relationship,2,"Drop Out, Stanford University",False,1988-03-17
8915,Jane Taylor,0.2,China,Manufacturing,8392,45,Shenzhen,China,Married,4,"PhD, Harvard University",True,1980-03-19
8916,Emily Smith,0.2,China,Technology,8392,56,Beijing,China,In Relationship,3,"PhD, Yale University",True,1969-03-22
8917,David Anderson,0.2,India,Retail,8392,62,Mumbai,India,Divorced,1,"Master of Business Administration, Stanford University",True,1963-03-24
8918,Jane Brown,0.2,United States,Manufacturing,8392,58,"Los Angeles, CA",United States,Married,1,"PhD, Harvard University",True,1967-03-23
8919,Michael Jackson,0.2,Germany,Energy,8392,29,Frankfurt,Germany,Single,5,"Master of Business Administration, Cambridge University",True,1996-03-15
8920,Daniel Taylor,0.2,China,Real Estate,8392,44,Shenzhen,China,Single,3,"Drop Out, Oxford University",False,1981-03-19
8921,Sarah Smith,0.2,United States,Technology,8392,81,"Chicago, IL",United States,Divorced,0,"PhD, Harvard University",True,1944-03-28
8922,Olivia White,0.2,Germany,Energy,8392,26,Munich,Germany,In Relationship,3,"PhD, Yale University",True,1999-03-15
8923,Olivia Jackson,0.2,United States,Energy,8392,46,"Los Angeles, CA",United States,Single,2,"Drop Out, Harvard University",False,1979-03-20
8924,Emily Jackson,0.2,India,Manufacturing,8392,78,Mumbai,India,Divorced,3,"PhD, Yale University",False,1947-03-28
8925,John Anderson,0.2,China,Manufacturing,8392,76,Shanghai,China,In Relationship,1,"Bachelor of Arts/Science, Stanford University",False,1949-03-27
8926,Sarah Martin,0.2,Brazil,Finance,8392,80,São Paulo,Brazil,In Relationship,3,"Bachelor of Arts/Science, Yale University",False,1945-03-28
8927,Sarah Taylor,0.2,Brazil,Energy,8392,31,São Paulo,Brazil,Divorced,0,"Master of Business Administration, Stanford University",True,1994-03-16
8928,David Harris,0.2,China,Retail,8392,76,Shenzhen,China,Single,3,"Master of Business Administration, Oxford University",False,1949-03-27
8929,Olivia Johnson,0.2,Brazil,Real Estate,8392,89,Rio de Janeiro,Brazil,Divorced,4,"Drop Out, Oxford University",True,1936-03-30
8930,Olivia Jackson,0.2,France,Energy,8392,69,Marseille,France,Married,3,"Bachelor of Arts/Science, Oxford University",True,1956-03-25
8931,Robert Jackson,0.2,China,Healthcare,8392,89,Beijing,China,Divorced,5,"Master of Business Administration, Stanford University",False,1936-03-30
8932,Jane Harris,0.2,United States,Finance,8392,80,"Chicago, IL",United States,Single,1,"Master of Business Administration, Stanford University",False,1945-03-28
8933,David Thomas,0.2,United States,Finance,8392,47,"New York, NY",United States,Single,1,"Master of Business Administration, Harvard University",False,1978-03-20
8934,Jane Harris,0.2,Germany,Manufacturing,8392,41,Munich,Germany,In Relationship,0,"Drop Out, Harvard University",True,1984-03-18
8935,Daniel Smith,0.2,India,Healthcare,8392,78,Delhi,India,In Relationship,5,"PhD, MIT",False,1947-03-28
8936,David White,0.2,China,Retail,8392,32,Beijing,China,In Relationship,1,"PhD, Cambridge University",True,1993-03-16
8937,Daniel Jackson,0.2,France,Manufacturing,8392,55,Lyon,France,In Relationship,5,"PhD, Harvard University",False,1970-03-22
8938,Jane Brown,0.2,India,Real Estate,8392,59,Bangalore,India,In Relationship,4,"Bachelor of Arts/Science, Yale University",True,1966-03-23
8939,Emily Taylor,0.2,China,Healthcare,8392,54,Beijing,China,Single,4,"PhD, Yale University",True,1971-03-22
8940,Olivia Smith,0.2,Brazil,Retail,8392,64,Rio de Janeiro,Brazil,Single,1,"Drop Out, Cambridge University",False,1961-03-24
8941,John Johnson,0.2,United States,Healthcare,8392,39,"Los Angeles, CA",United States,Divorced,1,"Master of Business Administration, Harvard University",True,1986-03-18
8942,Michael Brown,0.2,United States,Retail,8392,69,"Los Angeles, CA",United States,Single,5,"Drop Out, Oxford University",False,1956-03-25
8943,Daniel Taylor,0.2,India,Real Estate,8392,66,Bangalore,India,Divorced,1,"PhD, Stanford University",True,1959-03-25
8944,Robert Harris,0.2,Brazil,Real Estate,8392,72,Brasilia,Brazil,Married,1,"Bachelor of Arts/Science, Harvard University",True,1953-03-26
8945,Sophia Martin,0.2,China,Healthcare,8392,42,Shanghai,China,Single,4,"Master of Business Administration, MIT",False,1983-03-19
8946,Sophia Thomas,0.2,United States,Retail,8392,81,"Los Angeles, CA",United States,In Relationship,0,"Master of Business Administration, Stanford University",False,1944-03-28
8947,Emily Brown,0.2,France,Healthcare,8392,31,Paris,France,Single,1,"PhD, Stanford University",False,1994-03-16
8948,Jane Anderson,0.2,Brazil,Energy,8392,67,São Paulo,Brazil,Single,2,"Master of Business Administration, MIT",False,1958-03-25
8949,Jane Brown,0.2,China,Retail,8392,29,Shanghai,China,Divorced,5,"Drop Out, Oxford University",False,1996-03-15
8950,Robert Anderson,0.2,United States,Finance,8392,86,"New York, NY",United States,In Relationship,3,"PhD, Stanford University",False,1939-03-30
8951,Olivia Jackson,0.2,China,Manufacturing,8392,67,Shanghai,China,In Relationship,5,"Master of Business Administration, Harvard University",True,1958-03-25
8952,Michael Jackson,0.2,Brazil,Healthcare,8392,35,Brasilia,Brazil,In Relationship,1,"Bachelor of Arts/Science, Harvard University",True,1990-03-17
8953,Michael White,0.2,Brazil,Manufacturing,8392,55,São Paulo,Brazil,Married,1,"Master of Business Administration, Harvard University",True,1970-03-22
8954,David Brown,0.2,China,Retail,8392,68,Beijing,China,Divorced,0,"Master of Business Administration, MIT",False,1957-03-25
8955,Sarah Anderson,0.2,France,Real Estate,8392,55,Lyon,France,Divorced,3,"Drop Out, Yale University",True,1970-03-22
8956,Robert White,0.2,Germany,Finance,8392,66,Berlin,Germany,Divorced,1,"Master of Business Administration, Yale University",False,1959-03-25
8957,John Thomas,0.2,Germany,Real Estate,8392,62,Frankfurt,Germany,Divorced,3,"Master of Business Administration, MIT",True,1963-03-24
8958,Jane Jackson,0.2,France,Energy,8392,71,Marseille,France,In Relationship,0,"PhD, Harvard University",True,1954-03-26
8959,John Johnson,0.2,China,Retail,8392,25,Shenzhen,China,Married,4,"Master of Business Administration, Harvard University",False,2000-03-14
8960,Jane Smith,0.2,France,Retail,8392,60,Paris,France,Married,1,"Bachelor of Arts/Science, MIT",False,1965-03-23
8961,Emily White,0.2,Germany,Technology,8392,80,Munich,Germany,Single,0,"Master of Business Administration, Yale University",True,1945-03-28
8962,Robert Brown,0.2,China,Retail,8392,28,Beijing,China,In Relationship,4,"PhD, MIT",False,1997-03-15
8963,Michael Martin,0.2,France,Finance,8392,39,Marseille,France,Single,5,"Master of Business Administration, Stanford University",True,1986-03-18
8964,Daniel Martin,0.2,France,Manufacturing,8392,60,Lyon,France,Single,1,"Bachelor of Arts/Science, Cambridge University",True,1965-03-23
8965,Michael Taylor,0.2,Brazil,Manufacturing,8392,77,Rio de Janeiro,Brazil,Single,2,"Drop Out, Oxford University",False,1948-03-27
8966,Emily Harris,0.2,United States,Technology,8392,65,"Chicago, IL",United States,Divorced,1,"PhD, Harvard University",False,1960-03-24
8967,Jane Martin,0.2,United States,Retail,8392,88,"New York, NY",United States,Married,5,"Bachelor of Arts/Science, Harvard University",False,1937-03-30
8968,David Martin,0.2,United States,Finance,8392,55,"Chicago, IL",United States,In Relationship,3,"Drop Out, Cambridge University",False,1970-03-22
8969,Robert Jackson,0.2,India,Real Estate,8392,31,Delhi,India,In Relationship,1,"PhD, Stanford University",True,1994-03-16
8970,Michael Martin,0.2,France,Manufacturing,8392,71,Paris,France,Married,3,"Master of Business Administration, MIT",True,1954-03-26
8971,Jane Brown,0.2,China,Manufacturing,8392,66,Shanghai,China,Divorced,1,"Drop Out, MIT",False,1959-03-25
8972,Jane Smith,0.2,India,Energy,8392,61,Delhi,India,In Relationship,5,"PhD, Oxford University",False,1964-03-23
8973,John Johnson,0.2,China,Finance,8392,59,Beijing,China,In Relationship,0,"Bachelor of Arts/Science, Oxford University",True,1966-03-23
8974,Daniel Harris,0.2,India,Manufacturing,8392,90,Bangalore,India,Single,3,"Drop Out, Harvard University",True,1935-03-31
8975,Daniel Martin,0.2,United States,Healthcare,8392,65,"New York, NY",United States,Married,5,"Bachelor of Arts/Science, MIT",True,1960-03-24
8976,Emily Martin,0.2,China,Energy,8392,39,Beijing,China,Married,2,"Master of Business Administration, Oxford University",True,1986-03-18
8977,Sarah Taylor,0.2,Brazil,Manufacturing,8392,78,São Paulo,Brazil,Single,4,"Bachelor of Arts/Science, Yale University",True,1947-03-28
8978,Jane Johnson,0.2,Brazil,Energy,8392,51,Brasilia,Brazil,Divorced,3,"PhD, Yale University",False,1974-03-21
8979,Robert Smith,0.2,France,Energy,8392,25,Lyon,France,In Relationship,1,"Drop Out, Harvard University",False,2000-03-14
8980,Sarah Smith,0.2,China,Healthcare,8392,70,Shenzhen,China,Divorced,1,"Master of Business Administration, Yale University",False,1955-03-26
8981,John Brown,0.2,France,Finance,8392,36,Paris,France,Divorced,5,"Bachelor of Arts/Science, Oxford University",False,1989-03-17
8982,Robert Brown,0.2,Brazil,Healthcare,8392,56,Rio de Janeiro,Brazil,Single,1,"PhD, Yale University",False,1969-03-22
8983,Emily Jackson,0.2,India,Retail,8392,69,Delhi,India,Divorced,3,"Master of Business Administration, Cambridge University",True,1956-03-25
8984,Jane Jackson,0.2,Brazil,Manufacturing,8392,65,São Paulo,Brazil,In Relationship,2,"Master of Business Administration, MIT",False,1960-03-24
8985,Emily Smith,0.2,India,Technology,8392,44,Bangalore,India,In Relationship,5,"Bachelor of Arts/Science, Oxford University",False,1981-03-19
8986,Olivia Martin,0.2,France,Energy,8392,53,Marseille,France,Married,0,"PhD, Yale University",False,1972-03-21
8987,Sophia Brown,0.2,Germany,Retail,8392,26,Berlin,Germany,Divorced,3,"Bachelor of Arts/Science, Cambridge University",True,1999-03-15
8988,John Thomas,0.2,France,Healthcare,8392,85,Paris,France,Married,0,"Master of Business Administration, Yale University",True,1940-03-29
8989,Sophia White,0.2,China,Healthcare,8392,61,Beijing,China,Divorced,4,"Drop Out, MIT",False,1964-03-23
8990,Sophia Thomas,0.2,France,Real Estate,8392,53,Paris,France,Divorced,0,"PhD, Oxford University",True,1972-03-21
8991,Sarah Johnson,0.2,Brazil,Retail,8392,66,Rio de Janeiro,Brazil,Married,5,"PhD, Yale University",False,1959-03-25
8992,Sophia Martin,0.2,France,Technology,8392,46,Lyon,France,Single,1,"Drop Out, Oxford University",True,1979-03-20
8993,Michael Johnson,0.2,France,Real Estate,8392,51,Lyon,France,Single,4,"Drop Out, Yale University",True,1974-03-21
8994,Emily White,0.2,United States,Retail,8392,63,"Los Angeles, CA",United States,In Relationship,3,"PhD, MIT",True,1962-03-24
8995,Olivia Taylor,0.2,Germany,Finance,8392,58,Munich,Germany,In Relationship,5,"Drop Out, Cambridge University",False,1967-03-23
8996,Jane Jackson,0.2,India,Retail,8392,25,Mumbai,India,Married,3,"Drop Out, Cambridge University",True,2000-03-14
8997,Michael White,0.2,United States,Technology,8392,29,"Los Angeles, CA",United States,Single,3,"Drop Out, Oxford University",True,1996-03-15
8998,Jane White,0.2,China,Technology,8392,40,Beijing,China,Married,5,"Master of Business Administration, Cambridge University",False,1985-03-18
8999,Jane Martin,0.2,China,Finance,8392,48,Shenzhen,China,Married,3,"Bachelor of Arts/Science, Stanford University",False,1977-03-20
9000,Sophia Taylor,0.2,China,Real Estate,8392,74,Shanghai,China,Married,0,"PhD, Cambridge University",False,1951-03-27
9001,Daniel Jackson,0.2,France,Energy,8392,36,Paris,France,In Relationship,2,"Master of Business Administration, Oxford University",True,1989-03-17
9002,Michael White,0.2,India,Finance,8392,27,Delhi,India,Married,2,"Bachelor of Arts/Science, Harvard University",False,1998-03-15
9003,Sophia Smith,0.2,France,Retail,8392,55,Lyon,France,In Relationship,5,"Bachelor of Arts/Science, Oxford University",False,1970-03-22
9004,David Jackson,0.2,China,Real Estate,8392,60,Shanghai,China,Divorced,4,"PhD, Yale University",False,1965-03-23
9005,Robert Anderson,0.2,France,Manufacturing,8392,89,Paris,France,Single,0,"Master of Business Administration, Yale University",True,1936-03-30
9006,John Harris,0.2,France,Energy,8392,89,Marseille,France,In Relationship,3,"Drop Out, Cambridge University",False,1936-03-30
9007,Jane Smith,0.2,Germany,Energy,8392,42,Frankfurt,Germany,Married,0,"Drop Out, MIT",False,1983-03-19
9008,Sophia Martin,0.2,Germany,Manufacturing,8392,48,Frankfurt,Germany,In Relationship,0,"Bachelor of Arts/Science, MIT",True,1977-03-20
9009,Robert White,0.2,United States,Energy,8392,72,"New York, NY",United States,Single,4,"Drop Out, Harvard University",True,1953-03-26
9010,David Thomas,0.2,Brazil,Manufacturing,8392,78,São Paulo,Brazil,In Relationship,3,"Bachelor of Arts/Science, Harvard University",True,1947-03-28
